title,summary,link,matched_keywords,tags,text_clean
Poured Earth is a sustainable construction method modelled on concrete casting,"Material research studio Matter at Hand, founded by Assemble co-founder Lewis Jones, has created a prototype clay-based construction method named Poured Earth that emulates casting concrete. Poured Ea...",https://www.dezeen.com/2025/09/10/poured-earth-matter-at-hand/,"matte, material","['cross_industry', 'finish']",poured earth sustainable construction method model concrete cast material research studio matter hand found assemble founder lewis jones create prototype clay base construction method name poured earth emulate cast concrete poured
Latest Seitz collection reinvents traditionally crafted Swiss furniture,"Promotion: Swiss furniture brand Seitz creates modern yet distinctive pieces for the home, aiming to uphold, yet reinvent traditional Swiss design. Established in the Swiss Alps, Seitz was founded by ...",https://www.dezeen.com/2025/09/10/latest-seitz-collection-heritage-swiss-design/,"latest, collection","['test', 'cross_industry']",late seitz collection reinvent traditionally craft swiss furniture promotion swiss furniture brand seitz create modern distinctive piece home aim uphold reinvent traditional swiss design establish swiss alps seitz found
"Apple unveils ""impossibly thin"" iPhone Air","Technology brand Apple has unveiled the iPhone Air, which at 5.6 millimetres thick is the thinnest iPhone ever made by the company. Described by Apple CEO Tim Cook as the ""biggest step ever with iPhon...",https://www.dezeen.com/2025/09/09/apple-iphone-air-launch/,"technology, big",['cross_industry'],apple unveil impossibly thin iphone air technology brand apple unveil iphone air millimetre thick thin iphone company describe apple ceo tim cook big step iphon
"Yinka Ilori covers New York Bloomingdale's in ""modular"" flowers for pop-up","British-American designer Yinka Ilori has created a facade installation and pop-up shop at the flagship of American department store Bloomingdale's in New York City, informed by multiple meanings of f...",https://www.dezeen.com/2025/09/09/yinka-ilori-new-york-city-bloomingdales-cherish-your-magic/,"new, designer","['test', 'cross_industry']",yinka ilori cover new york bloomingdale modular flower pop british american designer yinka ilori create facade installation pop shop flagship american department store bloomingdale new york city inform multiple meaning
"Dezeen Debate features ""best stadium design I have seen in a very long time""",The latest edition of our Dezeen Debate newsletter features an entirely wooden stadium in Fukushima designed by Japanese architecture studio Vuild. Subscribe to Dezeen Debate now. Vuild unveiled the t...,https://www.dezeen.com/2025/09/09/fukushima-united-football-stadium-vuild-dezeen-debate/,"new, latest",['cross_industry'],dezeen debate feature good stadium design see long time late edition dezeen debate newsletter feature entirely wooden stadium fukushima design japanese architecture studio vuild subscribe dezeen debate vuild unveil
"Over 100,000 jobseekers are now registered on Dezeen Jobs","Dezeen Jobs has reached a major milestone, with more than 100,000 jobseekers signed up, making it the most popular recruitment site for architects and designers worldwide. To celebrate, we're offering...",https://www.dezeen.com/2025/09/09/100000-jobseekers-dezeen-jobs/,designer,['test'],jobseeker register dezeen jobs dezeen jobs reach major milestone jobseeker sign make popular recruitment site architect designer worldwide celebrate offer
Khronos divider system by Rafa Ortega for Kriskadecor,"Dezeen Showroom: designer Rafa Ortega worked with Kriskadecor to adapt the Spanish brand's signature aluminium ceiling chains into a room divider system, adding decorative and acoustic elements. The K...",https://www.dezeen.com/2025/09/09/khronos-divider-system-rafa-ortega-kriskadecor-dezeen-showroom/,designer,['test'],khronos divid system rafa ortega kriskadecor dezeen showroom designer rafa ortega work kriskadecor adapt spanish brand signature aluminium ceiling chain room divid system add decorative acoustic element
"It was ‘headphones on, world off’ at Theophilio SS26","In a kaleidoscopic celebration of Caribbean culture, Edvin Thompson brought the island vibes to New York Fashion Week",https://www.dazeddigital.com/fashion/gallery/35886/0/theophilio-ss26?utm_source=Link&utm_medium=Link&utm_campaign=RSSFeed&utm_term=it-was-headphones-on-world-off-at-theophilio-ss26,"new, fashion","['test', 'cross_industry']",headphone world theophilio kaleidoscopic celebration caribbean culture edvin thompson bring island vibe new york fashion week
Shadows selves stalked the runway at Collina Strada SS26,"On the first day of New York Fashion Week, Hillary Taymour explored the ‘unruly double we repress’ via jet black fashion duplicates",https://www.dazeddigital.com/fashion/gallery/35885/0/collina-strada-ss26?utm_source=Link&utm_medium=Link&utm_campaign=RSSFeed&utm_term=shadows-selves-stalked-the-runway-at-collina-strada-ss26,"new, fashion","['test', 'cross_industry']",shadows self stalk runway collina strada day new york fashion week hillary taymour explore unruly double repress jet black fashion duplicate
Celebrate 25 years of Fashion East with us at the ICA,"To celebrate their landmark 25th birthday, we’re hosting a range of events with the dynamic fashion initiative at the ICA from September 20 to 21",https://www.dazeddigital.com/fashion/article/68608/1/celebrate-25-years-of-fashion-east-with-us-at-the-ica?utm_source=Link&utm_medium=Link&utm_campaign=RSSFeed&utm_term=celebrate-25-years-of-fashion-east-with-us-at-the-ica,fashion,['test'],celebrate year fashion east ica celebrate landmark birthday host range event dynamic fashion initiative ica september
"Katharine Hamnett, Simone Rocha and more drop merch in aid of Palestine","Fashion is showing its support for the people of Gaza by dropping powerful, statement-making pieces and sending proceeds direct to Palestinian causes",https://www.dazeddigital.com/fashion/article/68618/1/katharine-hamnett-simone-rocha-and-more-drop-merch-in-aid-of-palestine?utm_source=Link&utm_medium=Link&utm_campaign=RSSFeed&utm_term=katharine-hamnett-simone-rocha-and-more-drop-merch-in-aid-of-palestine,fashion,['test'],katharine hamnett simone rocha drop merch aid palestine fashion show support people gaza drop powerful statement make piece send proceed direct palestinian cause
In pictures: All the best looks from Body Movements 2025,"Pink thongs, harnesses, fishnets and slogan tees were out in force at the queer festival’s latest edition",https://www.dazeddigital.com/fashion/article/68597/1/in-pictures-the-best-looks-from-body-movements-2025?utm_source=Link&utm_medium=Link&utm_campaign=RSSFeed&utm_term=in-pictures-all-the-best-looks-from-body-movements-2025,latest,['cross_industry'],picture good look body movement pink thong harness fishnet slogan tee force queer festival late edition
How Fashion East conquered London in a quarter-century,"From grimy beginnings in a Shoreditch warehouse, the fashion incubator has grown to become a stellar showcase for the UK’s best young talent. To celebrate its 25th anniversary, we asked past, present ...",https://www.dazeddigital.com/fashion/article/68569/1/fashion-east-25th-anniversary-jawara-alleyne-simone-rocha-autumn-2025-issue?utm_source=Link&utm_medium=Link&utm_campaign=RSSFeed&utm_term=how-fashion-east-conquered-london-in-a-quarter-century,fashion,['test'],fashion east conquer london quarter century grimy beginning shoreditch warehouse fashion incubator grow stellar showcase good young talent celebrate anniversary ask past present
Archival photos of Fashion East’s most memorable debuts,"As designers past and present gather for our Autumn 2025 cover, we look back at our favourite Fashion East debuts, from Jonathan Anderson and Grace Wales Bonner to Mowalola and more",https://www.dazeddigital.com/fashion/article/68612/1/fashion-east-25th-anniversary-debuts-jonathan-anderson-simone-rocha-wales-bonner?utm_source=Link&utm_medium=Link&utm_campaign=RSSFeed&utm_term=archival-photos-of-fashion-east-s-most-memorable-debuts,"fashion, designer",['test'],archival photo fashion east memorable debut designer past present gather autumn cover look favourite fashion east debut jonathan anderson grace wales bonner mowalola
Tom Holland: ‘You have to be really comfortable with being uncomfortable’,"As the ambassador and face of Prada Beauty’s newest fragrance, Paradigme, the actor speaks to Dazed Beauty about his scent journey, the moment that changed his life, and working with Thomas Vinterberg",https://www.dazeddigital.com/beauty/article/68609/1/tom-holland-interview-prada-beauty-paradigme?utm_source=Link&utm_medium=Link&utm_campaign=RSSFeed&utm_term=tom-holland-you-have-to-be-really-comfortable-with-being-uncomfortable,new,['cross_industry'],tom holland comfortable uncomfortable ambassador face prada beauty new fragrance paradigme actor speak dazed beauty scent journey moment change life work thomas vinterberg
Rowing Blazers Founder Leads J. Press & Peter Do Launches PD:168 In This Week's Top Fashion News,"SummaryJack Carlson joins J. Press, while Peter Do launches a new brand PD-168.MAAP opens its first US store, and Acne Studios opens new Paris HQ.Takahiro Miyashita returns to Number(N)ine, and adidas...",https://hypebeast.com/2025/9/j-press-jack-carlson-nyfw-peter-do-pd-168-audi-adidas-maap-number-nine-acne-studios-top-fashion-news-info,"new, fashion","['test', 'cross_industry']",row blazers founder lead press peter launches week fashion news summaryjack carlson join press peter launch new brand open store acne studios open new paris miyashita return adida
Beams America Presents Tadanori Yokoo and Daido Moriyama in LA,"SummaryBeams America LA pop-up, open through September 26, shows Tadanori Yokoo colorful posters and Daido Moriyama black and white street photosExhibit includes rugs pajamas and wearable prints bring...",https://hypebeast.com/2025/9/beams-american-tadanori-yokoo-daido-moriyama-legendary-contemporaries-of-japan,color,['cross_industry'],beams america presents tadanori yokoo daido moriyama summarybeams america pop open september show tadanori yokoo colorful poster daido moriyama black white street photosexhibit include rug pajama wearable print bring
Light and Dark Comingle on the Collina Strada Spring 2026 Runway,"Each one of Hillary Taymour's Collina Strada collections is cemented in a narrative-driven notion. While last season, Fall/Winter 2025, built an unf*ckwithable ""Fempire,"" Spring/Summer 2025 encouraged...",https://hypebeast.com/2025/9/collina-strada-ss26-spring-2026-shade-collection-nyfw-runway,collection,['test'],light dark comingle collina strada spring runway hillary taymour collina strada collection cement narrative drive notion season fall winter build fempire spring summer encourage
The Valentino Garavani and Vans Authentic Arrives Alessandro Michele-Style,"Name: Valentino Garavani x Vans Authentic Low-Top TrainerMSRP: $490 USDRelease Date: Available NowWhere to Buy: ValentinoMaison Valentino's creative director, Alessandro Michele, is taking us to anoth...",https://hypebeast.com/2025/9/valentino-vans-collaboration-fw25-release-date-information,style,['test'],valentino garavani vans authentic arrive alessandro michele style valentino garavani vans authentic low trainermsrp usdrelease date available nowwhere buy valentinomaison valentino creative director alessandro michele take anoth
Wataru Ozu Paints the Space 'Between Stillness' in New Hong Kong Show,SummaryAISHO Hong Kong is currently presenting Between Stillness by Japanese artist Wataru Ozu through October 3On view are seven paintings that blend the tradition of vanitas still life paintings wit...,https://hypebeast.com/2025/9/wataru-ozu-between-stillness-aisho-hong-kong-announcement,new,['cross_industry'],wataru ozu paint space stillness new hong kong summaryaisho hong kong currently present stillness japanese artist wataru ozu october view seven painting blend tradition vanita life painting wit
Inside SEGA’s ‘SHINOBI: Art of Vengeance’ Takeover at Hypegolf Clubhouse,SEGA’s legendary ninja made a triumphant return to New York this past weekend as SHINOBI: Art of Vengeance officially launched at Hypegolf Clubhouse in SoHo. The lower level of 147 Grand Street transf...,https://hypebeast.com/2025/9/sega-shinobi-art-of-vengeance-hypegolf-clubhouse-event-recap,new,['cross_industry'],inside sega shinobi art vengeance takeover hypegolf clubhouse sega legendary ninja triumphant return new york past weekend shinobi art vengeance officially launch hypegolf clubhouse soho low level grand street transf
An *Impossible* Birkin Claw Machine Is Coming To NYFW,"SummaryA claw machine installation called ""PAIN"" will be in SoHo during New York Fashion Week, featuring an unattainable Hermès Birkin bag.The game, arriving at a SoHo location this coming weekend, is...",https://hypebeast.com/2025/9/birkin-claw-machine-pain-uncommon-studio-nyfw-2025-info,"new, fashion","['test', 'cross_industry']",impossible birkin claw machine come nyfw summarya claw machine installation call pain soho new york fashion week feature unattainable hermès birkin bag game arrive soho location coming weekend
Baracuta and COOTIE PRODUCTIONS Unveil Capsule Collection,"SummaryThe BARACUTA x COOTIE PRODUCTIONS collection highlights the G9 Harrington jacket, reimagined in a wide-cut silhouetteThe capsule also includes two-tuck trousers and button-downs in COOTIE PRODU...",https://hypebeast.com/2025/9/baracuta-cootie-productions-collection-lookbook-release-info,"silhouette, collection","['test', 'cross_industry']",baracuta cootie production unveil capsule collection summarythe baracuta cootie productions collection highlight harrington jacket reimagine wide cut silhouettethe capsule include tuck trouser button down cootie produ
Rolex and Wallpaper Announce New Book on the Oyster Perpetual Datejust,"SummaryRolex and Wallpaper* have collaborated on a new book, Oyster Perpetual Datejust – A Watch that Made HistoryThe book, written by Nicholas Foulkes, chronicles the watch's history from its 1945 de...",https://hypebeast.com/2025/9/wallpaper-rolex-oyster-perpetual-datejust-a-watch-that-made-history-book-nicholas-foulkes-release-info,new,['cross_industry'],rolex wallpaper announce new book oyster perpetual datejust summaryrolex wallpaper collaborate new book oyster perpetual datejust watch historythe book write nicholas foulkes chronicle watch history
Netflix Secures Global Streaming Rights for ‘STEEL BALL RUN JoJo's Bizarre Adventure’,SummaryNetflix lands global rights for the upcoming STEEL BALL RUN animeThe new series marks the seventh installment of Hirohiko Araki’s JoJo's Bizarre Adventure universeRelease model remains undecide...,https://hypebeast.com/2025/9/netflix-steel-ball-run-jojos-bizarre-adventure-anime-global-streaming-rights-announcement,new,['cross_industry'],netflix secures global streaming rights steel ball run jojo bizarre adventure summarynetflix land global right upcoming steel ball run animethe new series mark seventh installment hirohiko araki jojo bizarre adventure universerelease model remain undecide
Miu Miu’s Latest New Balance 530SL Sneakers Have Dropped,"Name: New Balance x Miu Miu 530SL CollectionMSRP: $ 1,220 USDRelease Date: Available NowWhere to Buy: Miu MiuMiu Miu has unveiled its latest New Balance collaboration, featuring a limited-edition caps...",https://hypebeast.com/2025/9/miu-miu-new-balance-530sl-suede-mesh-patent-metallic-leather-sneakers-silver-platinum-black-anthracite-gray-periwinkle-blue-release-info,"new, latest, collection","['test', 'cross_industry']",miu miu latest new balance sneakers drop new balance miu miu collectionmsrp usdrelease date available nowwhere buy miu miumiu miu unveil late new balance collaboration feature limited edition cap
"Young Thug Delivers Public Apology To His Partner and Peers on ""Man I Miss My Dogs""","SummaryYoung Thug released a new song, ""Man I Miss My Dogs,"" as a public apology to his partner and peersThe song, not yet on streaming, is dedicated to artists like Mariah The Scientist, Drake, Lil B...",https://hypebeast.com/2025/9/young-thug-man-i-miss-my-dogs-single-stream-uy-scuti-new-album-release-date,new,['cross_industry'],young thug deliver public apology partner peers man miss dog summaryyoung thug release new song man miss dog public apology partner peersthe song streaming dedicate artist like mariah scientist drake lil
"Official Images of adidas Anthony Edwards 2 “With Love,” “Fusion Blue” & “Core Black”","Name: adidas Anthony Edwards 2Colorway: “With Love,” ""Fusion Blue,"" & ""Core Black""SKU: TBCRetail Price: $130 USDRelease Date: October 1, October 25, and November 2025Where to Buy: adidasDays after wra...",https://hypebeast.com/2025/9/anthony-edwards-adidas-ae-2-release-date-information,color,['cross_industry'],official images adida anthony edwards love fusion blue core black adida anthony edwards love fusion blue core tbcretail price usdrelease date october october november buy adidasdays wra
Alexander Calder's Words Collected in New Book from No More Rulers,"No More Rulers has released Calder-isms, a new book that highlights the wit and wisdom of Alexander Calder, the American sculptor best known for inventing the ""mobile."" Named by his friend Marcel Duch...",https://hypebeast.com/2025/9/calderisms-no-more-rulers-release,new,['cross_industry'],alexander calder word collect new book rulers rulers release calder isms new book highlight wit wisdom alexander calder american sculptor well know invent mobile name friend marcel duch
The Oasis x adidas SPZL Gets Two Japan-Exclusive Colorways,"Name: Oasis x adidas Achille SPZL “Liam Gallagher,” Marathon SPZL “Noel Gallagher”SKU: KI9224, KI9223Colorway: TBCRetail Price: $130 USDRelease Date: September 24, 2025Retailers: adidas JapanLiam and ...",https://hypebeast.com/2025/9/oasis-adidas-spezial-collection-achille-liam-gallagher-noel-gallagher-release-info,color,['cross_industry'],oasis adida spzl get japan exclusive colorways oasis adida achille spzl liam gallagher marathon spzl noel tbcretail price usdrelease date september adida japanliam
"‘The Baltimorons’ spotlights Baltimore’s beauty, resilience, and a quirkiness that only locals know","This week, I had the pleasure of attending the Baltimore premiere of a new offbeat rom-com called The Baltimorons. The film, entirely set in Baltimore at Christmastime, has had the city buzzing for tw...",https://www.fastcompany.com/91403902/the-baltimorons-spotlights-baltimore-beauty-resilience-and-a-quirkiness-that-only-locals-know,new,['cross_industry'],baltimoron spotlight baltimore beauty resilience quirkiness local know week pleasure attend baltimore premiere new offbeat rom com call baltimorons film entirely set baltimore christmastime city buzz
Charlie Kirk believed in free speech. His fans are getting people fired for exercising theirs,"There was scant time to digest the horrifying news before battle lines were drawn around how one should react to it.
On September 10, a suspect currently in custody allegedly shot and killed popular c...",https://www.fastcompany.com/91403774/charlie-kirk-believed-in-free-speech-his-fans-are-getting-people-fired-for-exercising-theirs,new,['cross_industry'],charlie kirk believe free speech fan get people fire exercise theirs scant time digest horrifying news battle line draw react september suspect currently custody allegedly shoot kill popular
"Researchers studied how Google, OpenAI, Anthropic, and DeepSeek identify hate speech. Here’s how they vary","Google, OpenAI, DeepSeek, and Anthropic vary widely in how they identify hate speech, according to new research.
The study, from researchers at the University of Pennsylvania’s Annenberg School for Co...",https://www.fastcompany.com/91403820/researchers-studied-how-google-deepseek-chatgpt-claude-sonnet-mistral-identify-hate-speech-heres-how-they-vary,new,['cross_industry'],researcher study google openai anthropic deepseek identify hate speech vary google openai deepseek anthropic vary widely identify hate speech accord new research study researcher university pennsylvania annenberg school
Schools are starting to set AI policies to curb cheating,"The book report is now a thing of the past. Take-home tests and essays are becoming obsolete.
Student use of artificial intelligence has become so prevalent, high school and college educators say, tha...",https://www.fastcompany.com/91403516/schools-ai-policies-cheating,thing,['cross_industry'],school start set policy curb cheat book report thing past home test essay obsolete student use artificial intelligence prevalent high school college educator tha
Caitlin Clark’s season is officially over. Her response is a brilliant lesson in emotional intelligence (backed by science),"A few hours ago, basketball superstar Caitlin Clark shared bad news with fans across the globe: She won’t be returning to basketball this season.
Clark suffered a groin injury almost two months ago, s...",https://www.fastcompany.com/91403735/caitlin-clarks-season-is-officially-over-her-response-is-a-brilliant-lesson-in-emotional-intelligence-backed-by-science,new,['cross_industry'],caitlin clark season officially response brilliant lesson emotional intelligence back science hour ago basketball superstar caitlin clark share bad news fan globe will return basketball season clark suffer groin injury month ago
Paramount Skydance reportedly wants to buy Warner Bros. Discovery. Here’s what the megamerger would mean,The dust has barely settled on the Paramount Skydance merger but the newly merged media company reportedly has another merger in its sights. The David Ellison-led company reportedly wants to buy Warne...,https://www.fastcompany.com/91403701/paramount-skydance-reportedly-wants-to-buy-warner-bros-discovery-heres-what-the-mega-merger-would-mean,new,['cross_industry'],paramount skydance reportedly want buy warner discovery megamerger mean dust barely settle paramount skydance merger newly merge medium company reportedly merger sight david ellison lead company reportedly want buy warne
"Binge-watching might actually be good for your brain, new research says","If nothing brings you more joy than curling up on the couch and binging a new series, there’s good news. While it may feel like the ultimate guilty pleasure, new research suggests binge-watching TV co...",https://www.fastcompany.com/91403264/binge-watching-might-actually-be-good-for-your-brain-new-research-says,"new, thing",['cross_industry'],binge watching actually good brain new research say bring joy curl couch binge new series good news feel like ultimate guilty pleasure new research suggest binge watch
The late fashion designer Giorgio Armani left behind two wills. Here are the details,"After a lifetime of spurning would-be business suitors, the late Italian designer Giorgio Armani instructed his heirs to sell an initial 15% minority stake in his vast fashion empire, with priority to...",https://www.fastcompany.com/91403533/late-fashion-designer-giorgio-armani-left-behind-two-wills-here-details,"fashion, designer",['test'],late fashion designer giorgio armani leave will detail lifetime spurn business suitor late italian designer giorgio armani instruct heir sell initial minority stake vast fashion empire priority
AI nostalgia is the new comfort food for an anxious internet,"Nostalgia is one of the internet’s favorite pastimes.
The New York Times recently reported on a new trend built around that feeling: social media accounts posting AI-generated scenes that look as thou...",https://www.fastcompany.com/91403260/ai-nostalgia-is-the-new-comfort-food-for-an-anxious-internet,"new, trend, trend","['test', 'cross_industry']",nostalgia new comfort food anxious internet nostalgia internet favorite pastime new york times recently report new trend build feeling social media account post generate scene look thou
Which tech trends are rising to the top of the business agenda?,McKinsey’s annual outlook on technology trends highlights what’s changed—and what’s changing—for business leaders when it comes to AI and other emerging technologies.,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/which-tech-trends-are-rising-to-the-top-of-the-business-agenda,"technology, trend, trend","['test', 'cross_industry']",tech trend rise business agenda mckinsey annual outlook technology trend highlight change change business leader come emerge technology
How aftermarket service providers can meet new customer expectations,Business and industrial customers want more from providers of aftermarket services. They’re not getting it yet.,https://www.mckinsey.com/capabilities/operations/our-insights/how-aftermarket-service-providers-can-meet-new-customer-expectations,new,['cross_industry'],aftermarket service provider meet new customer expectation business industrial customer want provider aftermarket service get
"Risk, Resilience, and Innovation: Insights from AXIS Capital’s Vincent Tizzio",AXIS President and CEO Vincent Tizzio reflects on leading an ambitious transformation that has reset the company in an impressively short time frame.,https://www.mckinsey.com/capabilities/strategy-and-corporate-finance/our-insights/risk-resilience-and-innovation-insights-from-axis-capitals-vincent-tizzio,innovation,['cross_industry'],risk resilience innovation insight axis capital vincent tizzio axis president ceo vincent tizzio reflect lead ambitious transformation reset company impressively short time frame
Is geothermal energy ready to make its mark in the US power mix?,"Next-generation geothermal energy may soon be a cost-competitive way to fill the need for clean, firm power in the United States.",https://www.mckinsey.com/industries/electric-power-and-natural-gas/our-insights/is-geothermal-energy-ready-to-make-its-mark-in-the-us-power-mix,next,['cross_industry'],geothermal energy ready mark power mix generation geothermal energy soon cost competitive way fill need clean firm power united states
Matt Holt on how privacy and private capital can improve healthcare,"Matt Holt, managing director and president of private equity at New Mountain Capital, on better data privacy standards and creating an efficient, patient-centric system with private capital investment...",https://www.mckinsey.com/industries/healthcare/our-insights/matt-holt-on-how-privacy-and-private-equity-can-improve-healthcare,new,['cross_industry'],matt holt privacy private capital improve healthcare matt holt manage director president private equity new mountain capital well datum privacy standard create efficient patient centric system private capital investment
Meet the new Saudi consumer: Ten trends shaping a fast-evolving market,The Saudi consumer and retail market has huge growth potential. Capturing it will depend on understanding how consumer profiles and behavior are changing.,https://www.mckinsey.com/industries/retail/our-insights/meet-the-new-saudi-consumer-ten-trends-shaping-a-fast-evolving-market,"new, trend, consumer, trend","['test', 'cross_industry']",meet new saudi consumer trend shape fast evolve market saudi consumer retail market huge growth potential capture depend understand consumer profile behavior change
A new ‘ERA’: An action plan for the European automotive industry,"The European automotive industry faces its biggest transformation yet. The industry must take action to reestablish global leadership and ensure success in economics, resilience, and decarbonization.",https://www.mckinsey.com/industries/automotive-and-assembly/our-insights/a-new-era-an-action-plan-for-the-european-automotive-industry,"new, big",['cross_industry'],new era action plan european automotive industry european automotive industry face big transformation industry action reestablish global leadership ensure success economic resilience decarbonization
Pulse on the provinces: Experience with government in Canada,"New research reveals significant room to improve experience with Canadian government services, as well as the most important areas to prioritize.",https://www.mckinsey.com/industries/public-sector/our-insights/pulse-on-the-provinces-experience-with-government-in-canada,new,['cross_industry'],pulse province experience government canada new research reveal significant room improve experience canadian government service important area prioritize
"Europe’s next move: Interview with Enrico Letta, former Italian prime minister","Enrico Letta, academic and former politician, says that the European Union must finally overcome fragmentation to ensure its security and competitiveness.",https://www.mckinsey.com/featured-insights/lifting-europes-ambition/videos-and-podcasts/europes-next-move-interview-with-enrico-letta-former-italian-prime-minister,next,['cross_industry'],europe interview enrico letta italian prime minister enrico letta academic politician say european union finally overcome fragmentation ensure security competitiveness
Holiday shopping 2025: US consumers hunt for early deals,"They’re concerned about inflation and looking for value, so US consumers are changing their shopping habits this holiday season.",https://www.mckinsey.com/industries/retail/our-insights/holiday-shopping-trends,consumer,['cross_industry'],holiday shopping consumer hunt early deal concerned inflation look value consumer change shopping habit holiday season
The future of aftermarket pricing: Unlocking value with AI,"In automotive, aftermarket pricing is a key value driver. As aftermarket companies feel pressure to maintain margins, machine learning and AI could help propel the industry forward.",https://www.mckinsey.com/industries/automotive-and-assembly/our-insights/the-future-of-aftermarket-pricing-unlocking-value-with-ai,future,['cross_industry'],future aftermarket pricing unlocking value automotive aftermarket pricing key value driver aftermarket company feel pressure maintain margin machine learning help propel industry forward
"An update on European consumer sentiment: Cautious, but gearing up for the holidays","Consumer sentiment and spending intentions remain steady this holiday season, even amid global uncertainty and inflation concerns.",https://www.mckinsey.com/industries/consumer-packaged-goods/our-insights/an-update-on-european-consumer-sentiment,consumer,['cross_industry'],update european consumer sentiment cautious gear holiday consumer sentiment spending intention remain steady holiday season amid global uncertainty inflation concern
‘The inflection point has arrived’: Waymo’s vision for the future of mobility,"As Waymo’s autonomous vehicles gain traction, the company’s chief product officer considers the next phase of autonomy: international rollouts, safer streets, and growing consumer trust.",https://www.mckinsey.com/industries/automotive-and-assembly/our-insights/the-inflection-point-has-arrived-waymos-vision-for-the-future-of-mobility,"next, future, consumer",['cross_industry'],inflection point arrive waymo vision future mobility waymo autonomous vehicle gain traction company chief product officer consider phase autonomy international rollout safe street grow consumer trust
‘Innovation Execution’—a new industrial paradigm emerges,"Disruptor OEMs are challenging convention at every turn, forcing established OEMs to adapt their operating models to compete on speed, quality, cost, and innovation.",https://www.mckinsey.com/industries/automotive-and-assembly/our-insights/innovation-execution-a-new-industrial-paradigm-emerges,"new, innovation",['cross_industry'],innovation new industrial paradigm emerge disruptor oem challenge convention turn force establish oem adapt operating model compete speed quality cost innovation
Global economic profit bounces back to an all-time high,"After years of decline, economic profits rebounded with a vengeance—driven by tech companies, performance in the energy and materials sector, and capital growth in China and North America.",https://www.mckinsey.com/capabilities/strategy-and-corporate-finance/our-insights/global-economic-profit-bounces-back-to-an-all-time-high,material,['cross_industry'],global economic profit bounce time high year decline economic profit rebound vengeance drive tech company performance energy material sector capital growth china north america
Winning through the turns: How smart companies can thrive amid uncertainty,"New technologies, geopolitical strife, and mounting regulations are impacting nearly all businesses, particularly those in the technology sector. But for smart leaders, uncertainty also spells opportu...",https://www.mckinsey.com/industries/technology-media-and-telecommunications/our-insights/winning-through-the-turns-how-smart-companies-can-thrive-amid-uncertainty,"technology, new",['cross_industry'],win turn smart company thrive amid uncertainty new technology geopolitical strife mount regulation impact nearly business particularly technology sector smart leader uncertainty spell opportu
Building the future: An interview with JLL’s Christian Ulbrich,"JLL’s chief executive and president discusses embracing AI tools, sustainability, and providing certainty in uncertain times.",https://www.mckinsey.com/industries/real-estate/our-insights/building-the-future-an-interview-with-jlls-christian-ulbrich,"sustainability, future",['cross_industry'],build future interview jll christian ulbrich jll chief executive president discuss embrace tool sustainability provide certainty uncertain time
Expanding economic opportunities for rural farmers in East Africa,Kentegra Biotechnology worked with Manufacturing Africa and McKinsey to refine its growth strategy and raise funding to help create jobs and support local farmers in Kenya and beyond.,https://www.mckinsey.com/industries/public-sector/how-we-help-clients/expanding-economic-opportunities-for-rural-farmers-in-east-africa,technology,['cross_industry'],expand economic opportunity rural farmer east africa kentegra biotechnology work manufacturing africa mckinsey refine growth strategy raise funding help create job support local farmer kenya
What is a stablecoin?,Stablecoins aim to combine the flexibility of blockchain innovations with the stability of traditional money.,https://www.mckinsey.com/featured-insights/mckinsey-explainers/what-is-a-stablecoin,innovation,['cross_industry'],stablecoin stablecoins aim combine flexibility blockchain innovation stability traditional money
"How Experian is fueling its next phase of growth with data, AI, and platforms","Experian’s chief strategy and investment officer, Michael Meltz, talks about the company’s growth and innovation journey and how it is embracing gen AI and new technologies to develop new products and...",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/how-experian-is-fueling-its-next-phase-of-growth-with-data-ai-and-platforms,"new, next, innovation",['cross_industry'],experian fuel phase growth datum platform experian chief strategy investment officer michael meltz talk company growth innovation journey embrace gen new technology develop new product
The McKinsey Crossword: Tech Trends | No. 248,"Sharpen your problem-solving skills the McKinsey way, with our weekly crossword. Each puzzle is created with the McKinsey audience in mind, and includes a subtle (and sometimes not-so-subtle) business...",https://www.mckinsey.com/featured-insights/the-mckinsey-crossword/september-2-2025,"trend, trend","['test', 'cross_industry']",mckinsey crossword tech trends sharpen problem solve skill mckinsey way weekly crossword puzzle create mckinsey audience mind include subtle subtle business
"Mazumdar-Shaw’s bold biotech mission: Affordable, accessible healthcare","Clarity of purpose, extraordinary people, and innovation were vital to entrepreneur Kiran Mazumdar-Shaw when building India’s first biotech company, now a global giant in affordable healthcare.",https://www.mckinsey.com/featured-insights/future-of-asia/future-of-asia-podcasts/mazumdar-shaws-bold-biotech-mission-affordable-accessible-healthcare,innovation,['cross_industry'],mazumdar shaw bold biotech mission affordable accessible healthcare clarity purpose extraordinary people innovation vital entrepreneur kiran mazumdar shaw build india biotech company global giant affordable healthcare
Healthspan science may enable healthier lives for all,Biomedical interventions that materially affect the aging process and improve health outcomes may emerge in the future. Stakeholders can shape their roles in this potentially transformative field now.,https://www.mckinsey.com/mhi/our-insights/healthspan-science-may-enable-healthier-lives-for-all,"material, future",['cross_industry'],healthspan science enable healthy life biomedical intervention materially affect age process improve health outcome emerge future stakeholder shape role potentially transformative field
